A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,42375.58333,2016,1,6,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.625,2016,1,6,15,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.66667,2016,1,6,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.70833,2016,1,6,17,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.75,2016,1,6,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.79167,2016,1,6,19,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.83333,2016,1,6,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.875,2016,1,6,21,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.91667,2016,1,6,22,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42375.95833,2016,1,6,23,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376,2016,1,7,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.04167,2016,1,7,1,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.08333,2016,1,7,2,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.125,2016,1,7,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.16667,2016,1,7,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.20833,2016,1,7,5,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.25,2016,1,7,6,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.29167,2016,1,7,7,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.33333,2016,1,7,8,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.375,2016,1,7,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.41667,2016,1,7,10,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.45833,2016,1,7,11,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.5,2016,1,7,12,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.54167,2016,1,7,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.58333,2016,1,7,14,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.625,2016,1,7,15,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.66667,2016,1,7,16,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.70833,2016,1,7,17,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.75,2016,1,7,18,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.79167,2016,1,7,19,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.83333,2016,1,7,20,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.875,2016,1,7,21,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.91667,2016,1,7,22,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42376.95833,2016,1,7,23,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377,2016,1,8,0,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.04167,2016,1,8,1,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.08333,2016,1,8,2,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.125,2016,1,8,3,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.16667,2016,1,8,4,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.20833,2016,1,8,5,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.25,2016,1,8,6,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.29167,2016,1,8,7,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.33333,2016,1,8,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.375,2016,1,8,9,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.41667,2016,1,8,10,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.45833,2016,1,8,11,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.5,2016,1,8,12,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.54167,2016,1,8,13,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.58333,2016,1,8,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.625,2016,1,8,15,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.66667,2016,1,8,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.70833,2016,1,8,17,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.75,2016,1,8,18,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.79167,2016,1,8,19,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.83333,2016,1,8,20,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.875,2016,1,8,21,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.91667,2016,1,8,22,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,42377.95833,2016,1,8,23,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378,2016,1,9,0,136,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.04167,2016,1,9,1,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.08333,2016,1,9,2,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.125,2016,1,9,3,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.16667,2016,1,9,4,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.20833,2016,1,9,5,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.25,2016,1,9,6,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.29167,2016,1,9,7,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.33333,2016,1,9,8,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.375,2016,1,9,9,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.41667,2016,1,9,10,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.45833,2016,1,9,11,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.5,2016,1,9,12,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.54167,2016,1,9,13,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.58333,2016,1,9,14,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.625,2016,1,9,15,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.66667,2016,1,9,16,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.70833,2016,1,9,17,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.75,2016,1,9,18,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.79167,2016,1,9,19,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.83333,2016,1,9,20,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.875,2016,1,9,21,173,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.91667,2016,1,9,22,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,42378.95833,2016,1,9,23,124,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379,2016,1,10,0,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.04167,2016,1,10,1,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.08333,2016,1,10,2,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.125,2016,1,10,3,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.16667,2016,1,10,4,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.20833,2016,1,10,5,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.25,2016,1,10,6,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.29167,2016,1,10,7,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.33333,2016,1,10,8,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.375,2016,1,10,9,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.41667,2016,1,10,10,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.45833,2016,1,10,11,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.5,2016,1,10,12,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.54167,2016,1,10,13,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.58333,2016,1,10,14,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.625,2016,1,10,15,74,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.66667,2016,1,10,16,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.70833,2016,1,10,17,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.75,2016,1,10,18,68,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.79167,2016,1,10,19,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.83333,2016,1,10,20,76,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.875,2016,1,10,21,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.91667,2016,1,10,22,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42379.95833,2016,1,10,23,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380,2016,1,11,0,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.04167,2016,1,11,1,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.08333,2016,1,11,2,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.125,2016,1,11,3,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.16667,2016,1,11,4,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.20833,2016,1,11,5,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.25,2016,1,11,6,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.29167,2016,1,11,7,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.33333,2016,1,11,8,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.375,2016,1,11,9,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.41667,2016,1,11,10,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.45833,2016,1,11,11,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.5,2016,1,11,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.54167,2016,1,11,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.58333,2016,1,11,14,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.625,2016,1,11,15,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.66667,2016,1,11,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.70833,2016,1,11,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.75,2016,1,11,18,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.79167,2016,1,11,19,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.83333,2016,1,11,20,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.875,2016,1,11,21,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.91667,2016,1,11,22,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42380.95833,2016,1,11,23,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381,2016,1,12,0,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.04167,2016,1,12,1,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.08333,2016,1,12,2,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.125,2016,1,12,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.16667,2016,1,12,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.20833,2016,1,12,5,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.25,2016,1,12,6,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.29167,2016,1,12,7,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.33333,2016,1,12,8,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.375,2016,1,12,9,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.41667,2016,1,12,10,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.45833,2016,1,12,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.5,2016,1,12,12,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.54167,2016,1,12,13,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.58333,2016,1,12,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.625,2016,1,12,15,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.66667,2016,1,12,16,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.70833,2016,1,12,17,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.75,2016,1,12,18,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.79167,2016,1,12,19,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.83333,2016,1,12,20,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.875,2016,1,12,21,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.91667,2016,1,12,22,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42381.95833,2016,1,12,23,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382,2016,1,13,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.04167,2016,1,13,1,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.08333,2016,1,13,2,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.125,2016,1,13,3,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.16667,2016,1,13,4,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.20833,2016,1,13,5,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.25,2016,1,13,6,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.29167,2016,1,13,7,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.33333,2016,1,13,8,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.375,2016,1,13,9,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.41667,2016,1,13,10,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.45833,2016,1,13,11,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.5,2016,1,13,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.54167,2016,1,13,13,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.58333,2016,1,13,14,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.625,2016,1,13,15,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.66667,2016,1,13,16,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.70833,2016,1,13,17,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.75,2016,1,13,18,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.79167,2016,1,13,19,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.83333,2016,1,13,20,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.875,2016,1,13,21,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.91667,2016,1,13,22,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42382.95833,2016,1,13,23,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,42383,2016,1,14,0,44,µg/m³,1 Hr,Valid
